timestamp,test-class,test-method,time,description,result
2021-06-01 22:07:54.404,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deletePositive,6233,"deletePositive()",OK
2021-06-01 22:08:02.969,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deleteNegative,8312,"deleteNegative()",OK
2021-06-01 22:08:16.35,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4896,"[1] recordIndex=0, title=Public unfinished task number one, executionStart=2022/02/01 14:00, executionEnd=2022/03/25 17:30, workload=1:30",OK
2021-06-01 22:08:21.435,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4867,"[2] recordIndex=1, title=Public unfinished task number two, executionStart=2022/04/20 11:00, executionEnd=2022/12/02 20:00, workload=8:15",OK
2021-06-01 22:08:26.491,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4854,"[3] recordIndex=2, title=Public unfinished task number three, executionStart=2022/09/20 10:00, executionEnd=2022/11/02 12:00, workload=1:55",OK
2021-06-01 22:08:31.565,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4868,"[4] recordIndex=3, title=Public finished task number one, executionStart=2012/02/01 14:00, executionEnd=2012/03/25 17:30, workload=1:30",OK
2021-06-01 22:08:36.598,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4812,"[5] recordIndex=4, title=Public finished task number two, executionStart=2012/04/20 11:00, executionEnd=2012/12/02 20:00, workload=8:15",OK
2021-06-01 22:08:41.671,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4854,"[6] recordIndex=5, title=Public finished task number three, executionStart=2012/09/20 10:00, executionEnd=2012/11/02 12:00, workload=1:55",OK
2021-06-01 22:08:42.063,acme.testing.manager.task.ManagerTaskListServiceTest,negativeList,173,"negativeList()",OK
2021-06-01 22:09:27.329,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37413,"[1] recordIndex=0, title=T, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 10:01, link=http://third.task/public/finished, workload=0:01",OK
2021-06-01 22:10:04.92,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37375,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=A public finished task which is the second one, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 11:00, link=null, workload=1:00",OK
2021-06-01 22:10:42.58,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37438,"[3] recordIndex=2, title=Public finished task number three, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=http://third.task/public/finished, workload=23:59",OK
2021-06-01 22:11:20.32,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37520,"[4] recordIndex=3, title=Public finished task number four, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2022/02/01 14:00, executionEnd=2022/03/01 14:00, link=null, workload=0:02",OK
2021-06-01 22:11:57.892,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37362,"[5] recordIndex=4, title=Public finished task number five, description=A public finished task which is the fifth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://fifth.task/public/finished, workload=0:01",OK
2021-06-01 22:12:35.41,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37319,"[6] recordIndex=5, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=73782:11",OK
2021-06-01 22:13:13.03,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37396,"[7] recordIndex=6, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2030/02/02 14:01, link=http://sixth.task/public/finished, workload=9999:40",OK
2021-06-01 22:13:50.613,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37361,"[8] recordIndex=7, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2030/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=10936:40",OK
2021-06-01 22:14:28.214,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37393,"[9] recordIndex=8, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/24 14:01, link=null, workload=8:40",OK
2021-06-01 22:14:33.726,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5278,"[1] recordIndex=0, title=null, description=null, executionStart=null, executionEnd=null, link=null, workload=null",OK
2021-06-01 22:14:39.23,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5301,"[2] recordIndex=1, title=null, description=0, executionStart=0, executionEnd=0, link=0, workload=0",OK
2021-06-01 22:14:44.772,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5338,"[3] recordIndex=2, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=1:55, executionStart=1:55, executionEnd=1:55, link=1:55, workload=1:55",OK
2021-06-01 22:14:50.411,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5404,"[4] recordIndex=3, title=a, description=null, executionStart=18:00, executionEnd=2012/12/23 18:00, link=2012/12/23 18:00, workload=2012/12/23 18:00",OK
2021-06-01 22:14:56.235,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5601,"[5] recordIndex=4, title=a, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, executionStart=Public finished task number five, executionEnd=Public finished task number five, link=Public finished task number five, workload=Public finished task number five",OK
2021-06-01 22:15:02.042,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5549,"[6] recordIndex=5, title=a, description=a, executionStart=null, executionEnd=tomorrow, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:07.659,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5397,"[7] recordIndex=6, title=a, description=a, executionStart=yesterday, executionEnd=yesterday, link=null, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:13.31,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5440,"[8] recordIndex=7, title=a, description=a, executionStart=tomorrow, executionEnd=2012/12/23 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:19.088,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5574,"[9] recordIndex=8, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=http://sixth.task/public/finished, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:24.663,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5357,"[10] recordIndex=9, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=2012/12/23 20:00, link=null, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:30.231,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5364,"[11] recordIndex=10, title=a, description=a, executionStart=http://sixth.task/public/finished, executionEnd=null, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:35.829,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5395,"[12] recordIndex=11, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2012/12/23 19:00, link=null, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:41.426,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5376,"[13] recordIndex=12, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/21 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:15:47.055,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5408,"[14] recordIndex=13, title=a, description=a, executionStart=2022/01/01 19:00, executionEnd=2022/01/01 22:00, link=null, workload=0:-01",OK
2021-06-01 22:15:52.653,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5377,"[15] recordIndex=14, title=a, description=a, executionStart=2022/01/01 19:00, executionEnd=2022/01/01 22:00, link=a, workload=3:01",OK
2021-06-01 22:15:58.36,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5487,"[16] recordIndex=15, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/23 19:00, link=http://sixth.task/public/finished, workload=8:00",OK
2021-06-01 22:16:03.929,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5347,"[17] recordIndex=16, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=null, workload=-5:00",OK
2021-06-01 22:16:09.587,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5439,"[18] recordIndex=17, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=2:9999999999999999",OK
2021-06-01 22:16:15.187,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5398,"[19] recordIndex=18, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=mucho",OK
2021-06-01 22:16:20.769,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5363,"[20] recordIndex=19, title=a, description=a, executionStart=2022/12/22 21:00, executionEnd=2022/12/28 21:00, link=null, workload=3:99",OK
2021-06-01 22:17:07.211,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38153,"[1] recordIndex=0, title=T, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 10:01, link=http://third.task/public/finished, workload=0:01",OK
2021-06-01 22:17:45.617,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38204,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=A public finished task which is the second one, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 11:00, link=null, workload=1:00",OK
2021-06-01 22:18:23.977,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38156,"[3] recordIndex=2, title=Public finished task number three, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=http://third.task/public/finished, workload=23:59",OK
