timestamp,test-class,test-method,time,description,result
2021-05-26 13:51:09.855,acme.testing.administrator.configuration.AdministratorConfigurationShowServiceTest,positive,39401,"positive()",OK
2021-05-26 13:51:12.866,acme.testing.administrator.configuration.AdministratorConfigurationShowServiceTest,negative,1925,"negative()",OK
2021-05-26 13:52:15.463,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,39896,"[1] wordList=sex, threshold=0.10",OK
2021-05-26 13:52:54.477,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,38256,"[2] wordList=, threshold=0.10",OK
2021-05-26 13:53:33.911,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,38770,"[3] wordList=sex, sex, threshold=0.10",OK
2021-05-26 13:54:13.677,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,39160,"[4] wordList=viagra,cialis,ibuprofeno, threshold=0.10",OK
2021-05-26 13:54:54.697,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,40238,"[5] wordList=un millón de dólares, threshold=0.10",OK
2021-05-26 13:55:35.244,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,39607,"[6] wordList=aaa, threshold=0.00",OK
2021-05-26 13:56:14.86,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,38781,"[7] wordList=aaa, threshold=0.01",OK
2021-05-26 13:56:54.376,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,38854,"[8] wordList=aaa, threshold=0.99",OK
2021-05-26 13:57:33.283,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,positive,38182,"[9] wordList=aaa, threshold=1.00",OK
2021-05-26 13:57:40.36,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,negative,6505,"[1] wordList=aaa, threshold=-0.01",OK
2021-05-26 13:57:47.631,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,negative,6678,"[2] wordList=aaa, threshold=1.01",OK
2021-05-26 13:57:57.745,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,negative,9220,"[3] wordList=aaa, threshold=-999.00",OK
2021-05-26 13:58:05.873,acme.testing.administrator.configuration.AdministratorConfigurationCreateServiceTest,negative,7475,"[4] wordList=aaa, threshold=999.00",OK
2021-05-26 13:58:24.223,acme.testing.administrator.dashboard.AdministratorDashboardShowServiceTest,negativeUnauthorised,752,"negativeUnauthorised()",OK
2021-05-26 13:59:00.469,acme.testing.administrator.dashboard.AdministratorDashboardShowServiceTest,positive,35625,"positive()",OK
2021-05-26 13:59:37.843,acme.testing.administrator.dashboard.AdministratorDashboardShowServiceTest,negativeNoData,36826,"negativeNoData()",OK
2021-05-26 14:00:06.874,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,positiveListFinishedPublic,9664,"[1] recordIndex=0, title=Public finished task number one, executionStart=2012/02/01 14:00, executionEnd=2012/03/25 17:30, workload=1:30",OK
2021-05-26 14:00:15.423,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,positiveListFinishedPublic,7894,"[2] recordIndex=1, title=Public finished task number two, executionStart=2012/04/20 11:00, executionEnd=2012/12/02 20:00, workload=8:15",OK
2021-05-26 14:00:22.738,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,positiveListFinishedPublic,6672,"[3] recordIndex=2, title=Public finished task number three, executionStart=2012/09/20 10:00, executionEnd=2012/11/02 12:00, workload=1:55",OK
2021-05-26 14:00:30.481,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,positiveListFinishedPublic,7135,"[4] recordIndex=3, title=Public finished task number four, executionStart=2012/04/09 10:00, executionEnd=2012/12/23 18:00, workload=8:40",OK
2021-05-26 14:00:38.444,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,positiveListFinishedPublic,7315,"[5] recordIndex=4, title=Public finished task number five, executionStart=2012/06/06 10:00, executionEnd=2012/11/11 18:00, workload=8:40",OK
2021-05-26 14:00:47.318,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,positiveListFinishedPublic,8225,"[6] recordIndex=5, title=Public finished task number six, executionStart=2012/07/07 10:00, executionEnd=2012/10/10 18:00, workload=8:40",OK
2021-05-26 14:00:48.613,acme.testing.authenticated.task.AuthenticatedTaskListServiceTest,negativeTaskListing,677,"negativeTaskListing()",OK
2021-05-26 14:01:18.502,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,listFinishedPublic,10047,"[1] recordIndex=0, title=Public finished task number one, description=A public finished task which is the first one, executionStart=2012/02/01 14:00, executionEnd=2012/03/25 17:30, link=http://first.task/public/finished, workload=1:30",OK
2021-05-26 14:01:27.886,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,listFinishedPublic,8786,"[2] recordIndex=1, title=Public finished task number two, description=A public finished task which is the second one, executionStart=2012/04/20 11:00, executionEnd=2012/12/02 20:00, link=http://second.task/public/finished, workload=8:15",OK
2021-05-26 14:01:36.593,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,listFinishedPublic,8141,"[3] recordIndex=2, title=Public finished task number three, description=A public finished task which is the third one, executionStart=2012/09/20 10:00, executionEnd=2012/11/02 12:00, link=http://third.task/public/finished, workload=1:55",OK
2021-05-26 14:01:46.235,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,listFinishedPublic,9017,"[4] recordIndex=3, title=Public finished task number four, description=A public finished task which is the fourth one, executionStart=2012/04/09 10:00, executionEnd=2012/12/23 18:00, link=http://fourth.task/public/finished, workload=8:40",OK
2021-05-26 14:01:57.019,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,listFinishedPublic,10095,"[5] recordIndex=4, title=Public finished task number five, description=A public finished task which is the fifth one, executionStart=2012/06/06 10:00, executionEnd=2012/11/11 18:00, link=http://fifth.task/public/finished, workload=8:40",OK
2021-05-26 14:02:07.188,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,listFinishedPublic,9439,"[6] recordIndex=5, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2012/07/07 10:00, executionEnd=2012/10/10 18:00, link=http://sixth.task/public/finished, workload=8:40",OK
2021-05-26 14:02:08.685,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,negativeTaskShow,837,"negativeTaskShow()",OK
2021-05-26 14:02:39.611,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deletePositive,11593,"deletePositive()",OK
2021-05-26 14:02:52.126,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deleteNegative,11938,"deleteNegative()",OK
2021-05-26 14:03:16.747,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,5155,"[1] recordIndex=0, title=Public unfinished task number one, executionStart=2022/02/01 14:00, executionEnd=2022/03/25 17:30, workload=1:30",OK
2021-05-26 14:03:25.712,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,8250,"[2] recordIndex=1, title=Public unfinished task number two, executionStart=2022/04/20 11:00, executionEnd=2022/12/02 20:00, workload=8:15",OK
2021-05-26 14:03:32.831,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,6160,"[3] recordIndex=2, title=Public unfinished task number three, executionStart=2022/09/20 10:00, executionEnd=2022/11/02 12:00, workload=1:55",OK
2021-05-26 14:03:38.839,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,5431,"[4] recordIndex=3, title=Public finished task number one, executionStart=2012/02/01 14:00, executionEnd=2012/03/25 17:30, workload=1:30",OK
2021-05-26 14:03:45.356,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,5760,"[5] recordIndex=4, title=Public finished task number two, executionStart=2012/04/20 11:00, executionEnd=2012/12/02 20:00, workload=8:15",OK
2021-05-26 14:03:53.882,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,7816,"[6] recordIndex=5, title=Public finished task number three, executionStart=2012/09/20 10:00, executionEnd=2012/11/02 12:00, workload=1:55",OK
2021-05-26 14:03:55.873,acme.testing.manager.task.ManagerTaskListServiceTest,negativeList,1051,"negativeList()",OK
2021-05-26 14:04:57.189,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,38298,"[1] recordIndex=0, title=T, description=A public finished task which is the first one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://first.task/public/finished, workload=1:00",OK
2021-05-26 14:05:38.438,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,40040,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=A public finished task which is the second one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=null, workload=8:15",OK
2021-05-26 14:06:16.257,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37088,"[3] recordIndex=2, title=Public finished task number three, description=a, executionStart=2022/02/01 14:00, executionEnd=2022/10/02 14:01, link=http://third.task/public/finished, workload=1:55",OK
