timestamp,test-class,test-method,time,description,result
2021-06-07 20:20:21.141,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37388,"[1] recordIndex=0, title=T, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=http://third.task/public/finished, workload=0:01",OK
2021-06-07 20:20:58.746,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37376,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=A public finished task which is the second one, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=null, workload=0:02",OK
2021-06-07 20:21:36.399,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37418,"[3] recordIndex=2, title=Public finished task number three, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=http://third.task/public/finished, workload=24:00",OK
2021-06-07 20:22:14.066,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37465,"[4] recordIndex=3, title=Public finished task number four, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=null, workload=23:59",OK
2021-06-07 20:22:19.493,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5224,"[1] recordIndex=0, title=null, description=null, executionStart=null, executionEnd=null, link=null, workload=null",OK
2021-06-07 20:22:25.08,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5347,"[2] recordIndex=1, title=0, description=0, executionStart=0, executionEnd=0, link=0, workload=0",OK
2021-06-07 20:22:30.665,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5384,"[3] recordIndex=2, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=a, executionStart=yesterday, executionEnd=yesterday, link=null, workload=http://sixth.task/public/finished",OK
2021-06-07 20:22:36.43,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5566,"[4] recordIndex=3, title=a, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, executionStart=tomorrow, executionEnd=2012/12/23 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-06-07 20:22:42.014,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5384,"[5] recordIndex=4, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=http://sixth.task/public/finished, link=null, workload=http://sixth.task/public/finished",OK
2021-06-07 20:22:47.553,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5321,"[6] recordIndex=5, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2012/12/23 19:00, link=null, workload=0:00",OK
2021-06-07 20:22:53.191,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,5422,"[7] recordIndex=6, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/21 19:00, link=a, workload=http://sixth.task/public/finished",OK
