timestamp,test-class,test-method,time,description,result
2021-06-01 17:50:39.167,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deletePositive,6782,"deletePositive()",OK
2021-06-01 17:50:42.424,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deleteNegative,3025,"deleteNegative()",null
2021-06-01 17:50:55.088,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4940,"[1] recordIndex=0, title=Public unfinished task number one, executionStart=2022/02/01 14:00, executionEnd=2022/03/25 17:30, workload=1:30",OK
2021-06-01 17:51:00.216,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4896,"[2] recordIndex=1, title=Public unfinished task number two, executionStart=2022/04/20 11:00, executionEnd=2022/12/02 20:00, workload=8:15",OK
2021-06-01 17:51:05.38,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4945,"[3] recordIndex=2, title=Public unfinished task number three, executionStart=2022/09/20 10:00, executionEnd=2022/11/02 12:00, workload=1:55",OK
2021-06-01 17:51:10.495,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4899,"[4] recordIndex=3, title=Public finished task number one, executionStart=2012/02/01 14:00, executionEnd=2012/03/25 17:30, workload=1:30",OK
2021-06-01 17:51:15.664,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4953,"[5] recordIndex=4, title=Public finished task number two, executionStart=2012/04/20 11:00, executionEnd=2012/12/02 20:00, workload=8:15",OK
2021-06-01 17:51:20.762,acme.testing.manager.task.ManagerTaskListServiceTest,positiveList,4864,"[6] recordIndex=5, title=Public finished task number three, executionStart=2012/09/20 10:00, executionEnd=2012/11/02 12:00, workload=1:55",OK
2021-06-01 17:51:21.298,acme.testing.manager.task.ManagerTaskListServiceTest,negativeList,300,"negativeList()",OK
2021-06-01 17:52:06.236,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37296,"[1] recordIndex=0, title=T, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 10:01, link=http://third.task/public/finished, workload=0:01",OK
