timestamp,test-class,test-method,time,description,result
2021-06-01 13:19:42.629,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34434,"[1] recordIndex=0, title=T, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 10:01, link=http://third.task/public/finished, workload=0:01",OK
2021-06-01 13:20:17.346,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34478,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=A public finished task which is the second one, executionStart=2022/02/01 10:00, executionEnd=2022/02/01 11:00, link=null, workload=1:00",OK
2021-06-01 13:20:52.001,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34417,"[3] recordIndex=2, title=Public finished task number three, description=a, executionStart=2022/02/01 10:00, executionEnd=2022/02/02 10:00, link=http://third.task/public/finished, workload=23:59",OK
2021-06-01 13:21:26.76,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34520,"[4] recordIndex=3, title=Public finished task number four, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2022/02/01 14:00, executionEnd=2022/03/01 14:00, link=null, workload=0:02",OK
2021-06-01 13:22:01.398,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34399,"[5] recordIndex=4, title=Public finished task number five, description=A public finished task which is the fifth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://fifth.task/public/finished, workload=0:01",OK
2021-06-01 13:22:36.035,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34399,"[6] recordIndex=5, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=73782:11",OK
2021-06-01 13:23:10.721,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34445,"[7] recordIndex=6, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2030/02/02 14:01, link=http://sixth.task/public/finished, workload=9999:40",OK
2021-06-01 13:23:45.364,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34401,"[8] recordIndex=7, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2030/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=10936:40",OK
2021-06-01 13:24:20.047,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,34444,"[9] recordIndex=8, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/24 14:01, link=null, workload=8:40",OK
2021-06-01 13:24:24.574,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,4272,"[1] recordIndex=0, title=null, description=null, executionStart=null, executionEnd=null, link=null, workload=null",OK
